0,8485
1,1794
2,1285
3,920
4,720
5,604
6,508
7,418
8,348
9,341
10,300
11,257
12,257
13,241
14,232
15,224
16,193
17,168
18,160
19,180
20,153
21,131
22,145
23,143
24,124
25,133
26,107
27,121
28,112
29,127
30,103
31,102
32,113
33,107
34,107
35,80
36,93
37,104
38,115
39,94
40,77
41,100
42,98
43,103
44,114
45,107
46,109
47,83
48,105
49,96
50,82
51,83
52,77
53,97
54,83
55,69
56,76
57,89
58,76
59,69
60,78
61,55
62,78
63,82
64,93
65,80
66,64
67,65
68,56
69,51
70,63
71,56
72,67
73,59
74,61
75,64
76,56
77,76
78,71
79,66
80,49
81,47
82,52
83,64
84,41
85,61
86,58
87,49
88,53
89,62
90,60
91,56
92,46
93,45
94,58
95,52
96,52
97,45
98,58
99,53
100,64
101,59
102,68
103,53
104,50
105,59
106,50
107,57
108,56
109,49
110,72
111,58
112,57
113,58
114,59
115,56
116,59
117,62
118,60
119,65
120,80
121,62
122,59
123,69
124,61
125,58
126,52
127,63
128,62
129,62
130,67
131,62
132,58
133,62
134,62
135,55
136,53
137,59
138,50
139,44
140,48
141,48
142,50
143,48
144,50
145,40
146,45
147,48
148,34
149,52
150,42
151,43
152,61
153,41
154,46
155,60
156,41
157,39
158,42
159,52
160,42
161,52
162,50
163,54
164,43
165,43
166,42
167,50
168,45
169,44
170,64
171,49
172,57
173,55
174,40
175,65
176,37
177,59
178,47
179,42
180,58
181,43
182,53
183,57
184,59
185,42
186,44
187,53
188,53
189,52
190,51
191,53
192,56
193,56
194,58
195,65
196,50
197,61
198,59
199,65
200,60
201,64
202,60
203,72
204,56
205,79
206,46
207,60
208,66
209,52
210,66
211,63
212,68
213,66
214,73
215,66
216,63
217,38
218,68
219,45
220,65
221,54
222,43
223,56
224,56
225,47
226,71
227,67
228,72
229,63
230,74
231,63
232,72
233,73
234,77
235,74
236,86
237,69
238,83
239,82
240,101
241,103
242,109
243,102
244,86
245,117
246,123
247,140
248,153
249,163
250,173
251,197
252,220
253,274
254,291
255,423
256,565
