0,1574
1,1630
2,997
3,905
4,718
5,617
6,595
7,540
8,509
9,474
10,448
11,396
12,326
13,388
14,336
15,354
16,335
17,324
18,291
19,258
20,254
21,251
22,220
23,226
24,259
25,197
26,212
27,187
28,209
29,201
30,179
31,172
32,170
33,184
34,154
35,151
36,164
37,157
38,151
39,140
40,141
41,148
42,160
43,147
44,123
45,127
46,120
47,141
48,139
49,103
50,140
51,124
52,121
53,157
54,115
55,126
56,112
57,110
58,126
59,125
60,131
61,134
62,109
63,97
64,95
65,102
66,120
67,124
68,113
69,104
70,103
71,86
72,91
73,96
74,97
75,91
76,99
77,93
78,102
79,94
80,109
81,70
82,102
83,73
84,81
85,91
86,73
87,65
88,95
89,72
90,90
91,72
92,89
93,73
94,71
95,91
96,60
97,55
98,62
99,49
100,76
101,62
102,64
103,70
104,73
105,70
106,57
107,66
108,68
109,66
110,60
111,66
112,54
113,66
114,61
115,64
116,63
117,42
118,55
119,69
120,60
121,52
122,53
123,56
124,54
125,63
126,48
127,30
128,58
129,78
130,59
131,51
132,48
133,52
134,44
135,38
136,41
137,60
138,52
139,50
140,49
141,46
142,50
143,55
144,44
145,44
146,45
147,61
148,54
149,41
150,57
151,50
152,53
153,43
154,53
155,45
156,38
157,57
158,64
159,46
160,58
161,38
162,45
163,54
164,55
165,46
166,44
167,49
168,49
169,43
170,47
171,47
172,42
173,54
174,40
175,73
176,61
177,54
178,41
179,45
180,47
181,34
182,47
183,39
184,43
185,38
186,49
187,51
188,43
189,38
190,45
191,42
192,51
193,37
194,48
195,41
196,46
197,43
198,47
199,52
200,45
201,39
202,40
203,41
204,47
205,35
206,35
207,36
208,38
209,50
210,53
211,34
212,38
213,41
214,34
215,38
216,46
217,49
218,37
219,44
220,31
221,44
222,55
223,43
224,45
225,34
226,37
227,50
228,44
229,39
230,53
231,34
232,28
233,31
234,38
235,38
236,35
237,40
238,35
239,36
240,36
241,39
242,35
243,42
244,30
245,40
246,43
247,47
248,39
249,30
250,41
251,31
252,33
253,45
254,48
255,53
256,36
257,42
258,31
259,38
260,42
261,68
262,42
263,41
264,37
265,36
266,45
267,39
268,41
269,45
270,49
271,41
272,47
273,60
274,43
275,43
276,47
277,37
278,53
279,60
280,44
281,66
282,49
283,47
284,51
285,45
286,54
287,42
288,48
289,42
290,43
291,47
292,52
293,49
294,48
295,59
296,50
297,58
298,51
299,49
300,42
301,48
302,62
303,55
304,60
305,55
306,49
307,62
308,47
309,48
310,60
311,55
312,43
313,50
314,49
315,54
316,61
