0,1281
1,1149
2,789
3,601
4,424
5,416
6,335
7,257
8,227
9,233
10,185
11,182
12,156
13,172
14,161
15,141
16,119
17,121
18,115
19,118
20,108
21,103
22,95
23,95
24,86
25,89
26,80
27,88
28,72
29,102
30,74
31,70
32,98
33,87
34,77
35,57
36,60
37,77
38,66
39,59
40,56
41,81
42,64
43,74
44,91
45,77
46,81
47,56
48,74
49,64
50,53
51,70
52,61
53,72
54,71
55,43
56,53
57,64
58,47
59,39
60,66
61,58
62,53
63,47
64,64
65,49
66,56
67,50
68,41
69,32
70,36
71,40
72,48
73,51
74,46
75,53
76,44
77,59
78,41
79,50
80,42
81,36
82,43
83,53
84,29
85,45
86,35
87,48
88,36
89,41
90,45
91,34
92,41
93,38
94,40
95,34
96,35
97,27
98,42
99,39
100,47
101,33
102,47
103,46
104,37
105,38
106,46
107,36
108,45
109,38
110,46
111,50
112,46
113,51
114,43
115,34
116,46
117,43
118,40
119,40
120,43
121,43
122,45
123,48
124,37
125,42
126,48
127,47
128,48
129,42
130,49
131,38
132,46
133,35
134,42
135,33
136,34
137,34
138,39
139,37
140,24
141,44
142,36
143,35
144,37
145,38
146,27
147,36
148,26
149,40
150,27
151,38
152,41
153,34
154,41
155,36
156,28
157,32
158,28
159,37
160,32
161,30
162,33
163,37
164,40
165,35
166,27
167,42
168,25
169,42
170,35
171,39
172,41
173,40
174,27
175,43
176,32
177,49
178,27
179,31
180,44
181,32
182,34
183,39
184,49
185,18
186,30
187,41
188,33
189,37
190,31
191,45
192,43
193,40
194,40
195,47
196,43
197,47
198,45
199,49
200,37
201,47
202,51
203,53
204,51
205,48
206,27
207,36
208,41
209,35
210,53
211,51
212,44
213,55
214,45
215,46
216,48
217,29
218,41
219,37
220,44
221,37
222,41
223,39
224,35
225,35
226,51
227,40
228,51
229,47
230,47
231,45
232,54
233,52
234,53
235,46
236,63
237,49
238,52
239,50
240,54
241,72
242,76
243,71
244,63
245,80
246,87
247,96
248,102
249,107
250,120
251,132
252,147
253,196
254,220
255,313
256,413
257,246
258,183
259,133
260,114
261,113
262,85
263,64
264,57
265,52
266,38
267,37
268,46
269,32
270,39
271,30
272,31
273,29
274,37
275,22
276,34
277,18
278,22
279,22
280,27
281,25
282,21
283,23
284,28
285,20
286,17
287,16
288,15
289,14
290,12
291,15
292,20
293,17
294,29
295,20
296,14
297,22
298,19
299,24
300,20
301,19
302,17
303,19
304,17
305,13
306,20
307,18
308,13
309,15
310,11
311,15
312,23
313,6
314,15
315,15
316,8
317,12
318,14
319,6
320,13
321,13
322,16
323,14
324,18
325,13
326,11
327,24
328,19
329,8
330,21
331,15
332,9
333,16
334,18
335,14
336,11
337,13
338,15
339,13
340,12
341,9
342,10
343,18
344,16
345,13
346,12
347,11
348,11
349,7
350,9
351,13
352,14
353,10
354,11
355,11
356,7
357,14
358,12
359,5
360,15
361,12
362,10
363,8
364,15
365,10
366,13
367,9
368,8
369,10
370,7
371,9
372,10
373,11
374,13
375,20
376,10
377,10
378,8
379,10
380,14
381,11
382,13
383,16
384,7
385,7
386,21
387,11
388,14
389,19
390,12
391,13
392,19
393,8
394,16
395,11
396,13
397,10
398,5
399,11
400,9
401,10
402,9
403,9
404,5
405,15
406,10
407,10
408,9
409,7
410,10
411,14
412,8
413,14
414,7
415,5
416,6
417,8
418,14
419,4
420,7
421,8
422,9
423,13
424,9
425,19
426,7
427,14
428,11
429,10
430,14
431,12
432,10
433,8
434,8
435,6
436,9
437,14
438,9
439,7
440,15
441,13
442,14
443,9
444,7
445,16
446,13
447,11
448,11
449,12
450,13
451,12
452,8
453,12
454,19
455,6
456,10
457,13
458,21
459,11
460,11
461,11
462,11
463,13
464,12
465,14
466,18
467,17
468,17
469,23
470,16
471,11
472,12
473,11
474,13
475,11
476,12
477,12
478,10
479,15
480,11
481,24
482,9
483,11
484,8
485,13
486,16
487,16
488,13
489,20
490,14
491,20
492,17
493,16
494,17
495,30
496,16
497,21
498,23
499,28
500,26
501,34
502,41
503,31
504,29
505,34
506,44
507,50
508,53
509,71
510,86
511,129
512,167
513,91
514,89
515,64
516,49
517,46
518,43
519,32
520,21
521,32
522,15
523,16
524,20
525,17
526,19
527,14
528,14
529,20
530,13
531,20
532,13
533,10
534,10
535,9
536,8
537,7
538,11
539,12
540,10
541,14
542,12
543,7
544,12
545,6
546,5
547,10
548,6
549,18
550,13
551,10
552,5
553,10
554,4
555,12
556,14
557,6
558,9
559,5
560,8
561,12
562,8
563,9
564,9
565,7
566,14
567,7
568,7
569,6
570,10
571,5
572,12
573,4
574,8
575,4
576,9
577,9
578,7
579,8
580,3
581,4
582,2
583,9
584,6
585,7
586,4
587,6
588,7
589,4
590,6
591,9
592,5
593,10
594,2
595,3
596,8
597,8
598,6
599,3
600,4
601,5
602,8
603,4
604,6
605,10
606,3
607,4
608,6
609,2
610,3
