0,4674
1,8950
2,8094
3,7085
4,5900
5,4866
6,3929
7,3050
8,2376
9,1996
10,1686
11,1291
12,1103
13,949
14,733
15,686
16,557
17,513
18,453
19,383
20,334
21,317
22,264
23,263
24,266
25,210
26,226
27,193
28,170
29,197
30,159
31,170
32,153
33,137
34,151
35,120
36,146
37,102
38,112
39,82
40,88
41,111
42,94
43,91
44,80
45,83
46,63
47,63
48,67
49,60
50,60
51,65
52,64
53,50
54,58
55,51
56,40
57,43
58,34
59,44
60,52
61,49
62,58
63,43
64,43
65,47
66,34
67,29
68,20
69,37
70,34
71,30
72,34
73,10
74,23
75,18
76,28
77,24
78,18
79,28
80,18
81,24
82,25
83,22
84,18
85,18
86,25
87,21
88,17
89,20
90,12
91,17
92,20
93,4
94,5
95,8
96,14
97,12
98,3
99,6
100,15
101,14
102,14
103,12
104,13
105,10
106,12
107,13
108,6
109,8
110,2
111,8
112,4
113,3
114,2
115,1
116,4
117,8
118,3
119,3
120,2
121,3
122,3
123,5
124,1
125,2
126,2
127,1
128,3
129,1
133,1
135,3
136,3
137,2
138,1
140,1
141,2
143,1
146,1
148,2
149,2
151,1
153,1
155,2
156,1
157,1
160,1
163,1
164,1
166,1
171,1
172,1
175,1
177,1
179,1
183,1
