0,6959
1,9027
2,8190
3,7189
4,6402
5,5646
6,4955
7,4381
8,4008
9,3566
10,3207
11,2990
12,2699
13,2490
14,2238
15,2073
16,1870
17,1731
18,1657
19,1483
20,1378
21,1226
22,1123
23,1108
24,990
25,871
26,844
27,759
28,744
29,726
30,659
31,602
32,558
33,521
34,440
35,464
36,451
37,372
38,388
39,379
40,359
41,312
42,274
43,283
44,267
45,235
46,212
47,220
48,210
49,200
50,179
51,163
52,166
53,155
54,133
55,117
56,118
57,137
58,113
59,107
60,115
61,106
62,106
63,102
64,77
65,74
66,71
67,75
68,68
69,74
70,63
71,62
72,58
73,65
74,62
75,53
76,61
77,47
78,46
79,47
80,43
81,37
82,40
83,22
84,22
85,39
86,28
87,33
88,27
89,27
90,22
91,25
92,25
93,23
94,23
95,25
96,19
97,15
98,23
99,22
100,22
101,14
102,12
103,27
104,22
105,13
106,11
107,18
108,15
109,21
110,14
111,21
112,17
113,10
114,9
115,12
116,14
117,3
118,7
119,8
120,6
121,2
122,2
123,4
124,5
125,3
126,4
127,2
128,5
129,4
130,2
131,6
132,4
133,1
134,5
135,3
136,2
137,1
138,2
139,1
140,4
141,4
142,3
143,1
145,1
146,1
147,1
148,3
150,1
151,1
152,1
154,1
155,3
157,1
164,1
165,1
166,1
168,1
