0,7607
1,9890
2,10159
3,8066
4,7346
5,5925
6,5312
7,4668
8,3986
9,3532
10,3118
11,2720
12,2457
13,2158
14,1983
15,1812
16,1514
17,1424
18,1262
19,1147
20,1077
21,991
22,881
23,853
24,752
25,738
26,658
27,589
28,541
29,564
30,525
31,474
32,376
33,431
34,344
35,401
36,334
37,323
38,288
39,274
40,270
41,278
42,264
43,212
44,222
45,219
46,217
47,169
48,159
49,223
50,162
51,150
52,166
53,159
54,126
55,140
56,138
57,106
58,102
59,117
60,97
61,113
62,78
63,89
64,81
65,92
66,84
67,81
68,75
69,75
70,62
71,59
72,53
73,73
74,53
75,46
76,56
77,39
78,53
79,51
80,58
81,33
82,37
83,34
84,36
85,33
86,37
87,23
88,40
89,36
90,31
91,29
92,35
93,33
94,21
95,36
96,29
97,20
98,26
99,25
100,20
101,24
102,25
103,21
104,24
105,22
106,18
107,12
108,20
109,14
110,20
111,22
112,21
113,15
114,14
115,8
116,9
117,11
118,18
119,12
120,5
121,8
122,6
123,7
124,8
125,4
126,5
127,4
128,4
129,6
130,2
131,5
132,8
133,5
134,2
135,2
136,4
137,2
138,5
139,4
140,2
141,4
142,4
143,8
144,3
145,3
146,3
147,2
148,4
149,3
151,1
153,1
154,1
155,2
156,1
157,2
158,3
162,1
168,1
170,1
172,4
174,2
175,4
177,1
178,3
179,3
180,1
181,1
182,1
186,1
191,1
195,1
