0,4081
1,7420
2,7100
3,6138
4,5527
5,4753
6,3934
7,3263
8,2896
9,2329
10,1916
11,1571
12,1326
13,1163
14,977
15,851
16,706
17,608
18,596
19,513
20,455
21,412
22,346
23,280
24,321
25,274
26,250
27,245
28,201
29,209
30,207
31,191
32,174
33,165
34,151
35,134
36,125
37,127
38,116
39,124
40,119
41,98
42,101
43,79
44,106
45,83
46,96
47,89
48,86
49,75
50,54
51,62
52,61
53,62
54,59
55,61
56,54
57,58
58,61
59,60
60,54
61,48
62,46
63,66
64,40
65,38
66,55
67,50
68,42
69,32
70,43
71,31
72,23
73,32
74,18
75,26
76,36
77,22
78,35
79,32
80,24
81,39
82,28
83,25
84,32
85,17
86,17
87,27
88,19
89,19
90,22
91,23
92,21
93,15
94,6
95,23
96,25
97,12
98,14
99,16
100,24
101,15
102,21
103,23
104,18
105,21
106,14
107,12
108,7
109,20
110,6
111,18
112,13
113,9
114,17
115,4
116,11
117,9
118,11
119,10
120,13
121,11
122,8
123,11
124,5
125,11
126,7
127,6
128,8
129,8
130,7
131,12
132,9
133,7
134,5
135,5
136,10
137,7
138,9
139,5
140,6
141,7
142,7
143,6
145,3
146,3
147,7
148,8
149,6
150,4
151,2
152,3
153,3
154,6
155,4
156,5
157,3
158,4
159,2
160,5
161,3
162,5
163,4
164,13
165,4
166,8
167,2
168,3
169,2
170,6
171,1
172,1
173,2
174,6
175,1
176,3
177,1
178,5
179,2
180,5
181,2
182,4
183,3
184,1
187,1
188,1
190,1
195,1
197,1
199,1
200,1
202,1
207,1
209,1
213,1
215,1
218,1
220,1
231,1
239,1
