0,4980
1,9455
2,8446
3,7468
4,6052
5,4964
6,3898
7,3133
8,2498
9,1964
10,1605
11,1255
12,1033
13,895
14,704
15,622
16,529
17,430
18,381
19,342
20,342
21,282
22,241
23,224
24,194
25,200
26,173
27,173
28,151
29,142
30,116
31,110
32,119
33,130
34,96
35,104
36,106
37,67
38,71
39,73
40,75
41,88
42,75
43,66
44,58
45,52
46,58
47,38
48,46
49,49
50,41
51,35
52,43
53,44
54,30
55,29
56,24
57,38
58,32
59,35
60,32
61,25
62,31
63,28
64,24
65,23
66,29
67,28
68,31
69,23
70,20
71,13
72,13
73,19
74,24
75,12
76,8
77,15
78,20
79,18
80,10
81,20
82,16
83,15
84,15
85,17
86,8
87,11
88,7
89,11
90,7
91,5
92,7
93,7
94,8
95,12
96,7
97,2
98,7
99,11
100,8
101,3
102,9
103,12
104,7
105,4
106,7
107,7
108,3
109,4
110,3
111,6
112,5
113,2
114,4
115,7
116,4
117,2
118,2
119,1
120,1
121,2
122,1
123,1
124,2
125,4
126,1
127,1
128,4
129,1
130,1
131,1
132,1
133,2
134,2
135,2
136,1
137,2
138,2
139,2
141,3
142,1
143,1
144,3
146,1
147,2
148,1
150,1
151,2
152,1
153,2
154,2
155,2
156,1
158,3
161,1
162,1
164,1
166,1
168,1
169,1
171,1
174,2
177,1
185,1
187,1
207,1
