0,7028
1,10922
2,9481
3,8421
4,7102
5,6089
6,5309
7,4647
8,4221
9,3854
10,3289
11,2901
12,2685
13,2453
14,2205
15,1920
16,1767
17,1625
18,1401
19,1330
20,1231
21,1031
22,980
23,865
24,814
25,694
26,660
27,616
28,534
29,518
30,496
31,412
32,401
33,406
34,338
35,292
36,323
37,261
38,273
39,259
40,262
41,210
42,236
43,188
44,143
45,182
46,158
47,143
48,128
49,134
50,109
51,104
52,110
53,99
54,82
55,72
56,88
57,80
58,56
59,80
60,49
61,50
62,48
63,49
64,39
65,45
66,36
67,29
68,36
69,30
70,43
71,27
72,23
73,19
74,21
75,15
76,16
77,9
78,14
79,9
80,16
81,17
82,22
83,11
84,15
85,17
86,20
87,11
88,16
89,4
90,13
91,11
92,6
93,11
94,12
95,15
96,9
97,7
98,11
99,7
100,5
101,6
102,6
103,9
104,9
105,6
106,6
108,8
109,7
110,6
111,9
112,7
113,4
114,3
115,2
116,2
118,1
120,2
123,1
128,1
130,2
132,1
139,1
